model_label,model,model_name,endpoint,parsed_percent,seconds,reasoning_tokens,cost
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7281005999975605,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.5875353000010364,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.972613799996907,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9971416000043973,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.698014699999476,146,0.00479
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.112265399991884,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.260956600002828,72,0.00257
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.268906800003606,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.081745700008469,130,0.00431
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.037008200000855,62,0.00227
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.397460199994384,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0903802999964682,99,0.00338
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.7408116000005975,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.0381753999972716,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9255365999997593,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,4.738442000001669,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9808612000051653,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.300364599999739,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.848963500000536,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9936503000062658,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.823099400004139,62,0.00227
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.3106847000017297,119,0.00398
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5976936999941245,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8939374999899883,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1206037999945693,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.1530563999986043,53,0.002
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,95,3.903865100000985,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.2344279999961145,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.183997699990869,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.811280000008992,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.030749300000025,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.101984799999627,129,0.00428
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,83,3.4248451000021305,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.336821400007466,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9014808000065386,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.796748099994147,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.226691799995024,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.377696700001252,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.164160600004834,81,0.00284
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.900012300000526,94,0.00323
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9959183000028133,149,0.00488
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.4170401000010315,172,0.00557
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.32339290001255,120,0.00401
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.967041199997766,124,0.00413
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.8026930000050925,127,0.00422
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,2.9422245000023395,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.764580200004275,113,0.0038
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.265161500006798,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9532660000113538,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.133212900007493,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.9293642999982694,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.263082999998005,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5161316999874543,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8627527999924496,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.08995270000014,57,0.00212
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,8.462151899992023,78,0.00275
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.122079600012512,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.753804200008744,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.431272899993928,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.035330300001078,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1974578999943333,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6501566000079038,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.243304299990996,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8057047000038438,135,0.00446
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.117151800004649,125,0.00416
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8523862000001827,136,0.00449
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.489721699996153,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5529585000040242,105,0.00356
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.22316320000391,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.658450100003392,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.081452500002342,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.830924200010486,167,0.00542
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.8397992000100203,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.188614700004109,127,0.00422
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.69922910000605,142,0.00467
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.238426099997014,144,0.00473
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7511758000036934,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9562159000051906,144,0.00473
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8325622999982443,126,0.00419
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,5.9332482000027085,152,0.00497
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.268903100004536,118,0.00395
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.337960699995165,125,0.00416
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8695473999978276,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,5.420159100001911,138,0.00455
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7263065000006463,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.681474299999536,82,0.00287
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.170358800009126,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5706540000101086,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3512977000063984,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1867685000033816,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9680234999977984,145,0.00476
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.8514196000032825,131,0.00434
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.2176164999982575,50,0.00191
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.210014899988892,105,0.00356
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9535946999967564,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9643293999979505,35,0.00146
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.308966900003725,124,0.00413
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.445061300008092,79,0.00278
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9932503000018187,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.255307799990987,148,0.00485
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,86,3.052999399995315,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.9090777000092203,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,4.27431510000315,148,0.00485
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,92,2.858282599991071,48,0.00185
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3318402000004426,60,0.00221
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.83560029999353,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.719515500008129,114,0.00383
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.470010599994566,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.281197599993902,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.114365999994334,115,0.00386
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.55405150000297,98,0.00335
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.980446800007485,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.4427843000012217,105,0.00356
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.7842072999919765,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1398220999981277,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.4930482000054326,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.4475784999958705,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.364989499998046,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.1237194999994244,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.6172527000017,102,0.00347
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9985858000000007,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.92166009999346,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3251668000011705,127,0.00422
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2208391999884043,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.2450830999878235,171,0.00554
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.320167499987292,88,0.00305
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.4720878999942215,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.9058114000072237,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.3736243000021204,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7021961999998894,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.133233399988967,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,4.866704800006119,149,0.00488
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.723924000005354,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.062305200000992,188,0.00605
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.910531299989088,183,0.0059
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.5587605000037,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.692298399997526,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.736569800006691,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9620388000039384,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.550525299986475,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.796784000005573,90,0.00311
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6039391000085743,133,0.0044
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.505214700009674,86,0.00299
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.1072506000055,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,2.9102753999904962,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.114469100008137,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.550326100012171,129,0.00428
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.562985099997604,172,0.00557
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,4.4348532000003615,187,0.00602
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.106299199993373,117,0.00392
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3911462999967625,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.397403299997677,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1077432000020053,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.204287700005807,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.8857059000001755,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9716941000078805,117,0.00392
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.667182599994703,136,0.00449
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.990483299989137,62,0.00227
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.498291700001573,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.809565499992459,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,3.7560421000089264,85,0.00296
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.761177599997609,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.441937900002813,61,0.00224
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.651558300000033,113,0.0038
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5750773000036133,119,0.00398
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,9.511890399997355,118,0.00395
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.877173100001528,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.020894799992675,96,0.00329
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.417268100005458,83,0.0029
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.669215899994015,132,0.00437
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.6113414999999804,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.2636338000011165,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.847524800003157,77,0.00272
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.150849799989373,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.7840532999980496,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,80,3.8267570000025444,120,0.00401
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.984777799996664,75,0.00266
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.951673999996274,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.363718099994003,109,0.00368
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.75900289999845,103,0.0035
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.851626100004069,119,0.00398
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.382997599997907,69,0.00248
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.537892899999861,142,0.00467
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.3285338999994565,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7752223999996204,125,0.00416
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.511899999997695,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1828718000033405,80,0.00281
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.933587499996065,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2157071999972686,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.9454406000004383,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.132752599995001,87,0.00302
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.082542799995281,144,0.00473
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,7.1504336999933,70,0.00251
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.413086899992777,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,6.380392099992605,177,0.00572
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,4.585217900006683,126,0.00419
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.519446499994956,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.277808200000436,50,0.00191
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.901749700002256,76,0.00269
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.315986399989924,136,0.00449
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,83,4.242903100006515,131,0.00434
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.433699600005639,113,0.0038
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9832051999983378,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,87,3.9870709999959217,165,0.00536
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,86,4.743941499997163,111,0.00374
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.68014189999667,108,0.00365
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,5.982165100009297,120,0.00401
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.372286300000269,71,0.00254
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.814958200004185,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.0950750000047265,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.505857099997229,66,0.00239
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.598160800000187,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.222012100013671,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3328685000014957,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,92,3.688026199990418,64,0.00233
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.6971613000059733,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,4.864299499997287,180,0.00581
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,5.83982159999141,167,0.00542
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5359162999957334,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.153361799995764,100,0.00341
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.383399600003031,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.7798601999966195,91,0.00314
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.999315699998988,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3706873999908566,82,0.00287
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.2714468999911333,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.7804518999910215,105,0.00356
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.97877729999891,74,0.00263
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,4.736514400006854,107,0.00362
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.878545800005668,65,0.00236
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1564140999980737,73,0.0026
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.141413700010162,110,0.00371
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.9940203000005567,137,0.00452
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,6.317454700008966,123,0.0041
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.697798699999112,120,0.00401
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,4.49890370000503,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6437767999887,93,0.0032
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,88,3.811854300001869,112,0.00377
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.691186900003231,165,0.00536
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5100476000079652,59,0.00218
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,,172.90153740000096,,
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.664775600002031,122,0.00407
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6925785999919754,104,0.00353
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.5183450000040466,97,0.00332
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.778276599987294,89,0.00308
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.515946899991832,168,0.00545
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.6789968000084627,128,0.00425
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.423473799994099,134,0.00443
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.800592100000358,48,0.00185
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.7997507999971276,38,0.00155
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,82,3.2365385000011884,63,0.0023
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.798786500003189,68,0.00245
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.079541700004484,101,0.00344
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.3140741999959573,67,0.00242
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.1443493999977363,106,0.00359
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,2.6607605000026524,84,0.00293
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.394085499996436,92,0.00317
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,90,2.7249969000113197,51,0.00194
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,4.587633899995126,95,0.00326
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.568336999989697,120,0.00401
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,5.454918400006136,158,0.00515
gpt-5.5,openai/gpt-5.5,OpenAI: GPT-5.5,azure,85,3.737342099993839,65,0.00236
